id,true_label,predicted_label,correct,prob_Stationary,prob_Non-Stationary,confidence
18996,1,0,0,0.8805324247642066,0.11946757523579345,0.8805324247642066
16837,1,0,0,0.9643687956226384,0.03563120437736158,0.9643687956226384
5238,0,1,0,0.4657171586549116,0.5342828413450884,0.5342828413450884
6677,0,1,0,0.013112519088268826,0.9868874809117312,0.9868874809117312
15239,1,0,0,0.5058863475420794,0.49411365245792055,0.5058863475420794
17060,1,0,0,0.5958703909537904,0.40412960904620965,0.5958703909537904
16845,1,0,0,0.9510792109366226,0.04892078906337738,0.9510792109366226
16258,1,0,0,0.8910465827608867,0.10895341723911332,0.8910465827608867
1082,0,1,0,0.2625459100186316,0.7374540899813684,0.7374540899813684
16986,1,0,0,0.9973841723953999,0.0026158276046001024,0.9973841723953999
1763,0,1,0,0.00866753789183683,0.9913324621081632,0.9913324621081632
16069,1,0,0,0.828386724638975,0.17161327536102497,0.828386724638975
16735,1,0,0,0.6523417208172804,0.34765827918271963,0.6523417208172804
16896,1,0,0,0.7325884381967679,0.2674115618032321,0.7325884381967679
7293,0,1,0,0.45375552782585804,0.546244472174142,0.546244472174142
16972,1,0,0,0.9924411109730378,0.007558889026962248,0.9924411109730378
5456,0,1,0,0.47177786594935345,0.5282221340506466,0.5282221340506466
16429,1,0,0,0.9105122032061197,0.08948779679388034,0.9105122032061197
16842,1,0,0,0.7647716063780383,0.23522839362196168,0.7647716063780383
16787,1,0,0,0.7109733259522093,0.28902667404779075,0.7109733259522093
15246,1,0,0,0.5884725611345076,0.41152743886549237,0.5884725611345076
16401,1,0,0,0.8980120111309542,0.10198798886904585,0.8980120111309542
16237,1,0,0,0.6335074732064385,0.36649252679356153,0.6335074732064385
16758,1,0,0,0.9841143049314015,0.015885695068598504,0.9841143049314015
1626,0,1,0,0.19615669022175497,0.803843309778245,0.803843309778245
5277,0,1,0,0.12348696568461459,0.8765130343153854,0.8765130343153854
16827,1,0,0,0.9777127189097851,0.022287281090214984,0.9777127189097851
15424,1,0,0,0.6569428059165012,0.3430571940834988,0.6569428059165012
17066,1,0,0,0.981396831917314,0.01860316808268605,0.981396831917314
16875,1,0,0,0.922647152764626,0.07735284723537392,0.922647152764626
16722,1,0,0,0.5747978418167514,0.42520215818324864,0.5747978418167514
5565,0,1,0,0.00539046520830988,0.9946095347916901,0.9946095347916901
16096,1,0,0,0.7988653190825461,0.20113468091745396,0.7988653190825461
16241,1,0,0,0.9926770787857568,0.007322921214243194,0.9926770787857568
16720,1,0,0,0.7286251310787997,0.2713748689212003,0.7286251310787997
17243,1,0,0,0.59774576192758,0.40225423807242,0.59774576192758
