id,true_label,predicted_label,correct,prob_Stationary,prob_Non-Stationary,confidence
18996,1,0,0,0.8250878,0.17491218,0.8250878
16837,1,0,0,0.9926498,0.0073502124,0.9926498
5238,0,1,0,0.40974402,0.590256,0.590256
6677,0,1,0,0.012053549,0.98794645,0.98794645
14992,1,0,0,0.83329284,0.16670719,0.83329284
16845,1,0,0,0.9998514,0.00014857162,0.9998514
16258,1,0,0,0.8846484,0.115351595,0.8846484
1082,0,1,0,0.08687788,0.9131221,0.9131221
16986,1,0,0,0.99996185,3.8162674e-05,0.99996185
1763,0,1,0,0.00015866756,0.99984133,0.99984133
9106,0,1,0,0.37058902,0.629411,0.629411
1257,0,1,0,0.34797853,0.65202147,0.65202147
16735,1,0,0,0.5701482,0.42985177,0.5701482
16896,1,0,0,0.9319991,0.06800093,0.9319991
6372,0,1,0,0.07608467,0.9239153,0.9239153
16972,1,0,0,0.9999938,6.1722644e-06,0.9999938
16429,1,0,0,0.9974079,0.0025920887,0.9974079
16842,1,0,0,0.7138536,0.28614643,0.7138536
16787,1,0,0,0.96124345,0.038756557,0.96124345
15246,1,0,0,0.94466823,0.05533176,0.94466823
12,0,1,0,0.41658372,0.5834163,0.5834163
16599,1,0,0,0.68405455,0.31594545,0.68405455
16401,1,0,0,0.83169556,0.16830443,0.83169556
16237,1,0,0,0.8886325,0.11136752,0.8886325
15042,1,0,0,0.503078,0.49692202,0.503078
16734,1,0,0,0.58746123,0.41253874,0.58746123
16758,1,0,0,0.9982445,0.001755475,0.9982445
1626,0,1,0,0.47164577,0.5283542,0.5283542
5277,0,1,0,0.003204763,0.99679524,0.99679524
16827,1,0,0,0.9998957,0.00010433057,0.9998957
17066,1,0,0,0.999798,0.00020197687,0.999798
16875,1,0,0,0.9941234,0.005876582,0.9941234
5565,0,1,0,7.855892e-05,0.99992144,0.99992144
16096,1,0,0,0.9878684,0.012131565,0.9878684
16241,1,0,0,0.99993414,6.5851076e-05,0.99993414
16720,1,0,0,0.80978525,0.19021478,0.80978525
17243,1,0,0,0.8619027,0.13809727,0.8619027
16570,1,0,0,0.9421737,0.057826288,0.9421737
18299,1,0,0,0.9994568,0.0005431794,0.9994568
16388,1,0,0,0.9946145,0.0053854897,0.9946145
16221,1,0,0,0.99810064,0.0018993348,0.99810064
16390,1,0,0,0.99730897,0.0026910307,0.99730897
14936,1,0,0,0.73435146,0.26564854,0.73435146
95,0,1,0,0.40940034,0.59059966,0.59059966
16945,1,0,0,0.977848,0.022151982,0.977848
16798,1,0,0,0.9717456,0.028254393,0.9717456
342,0,1,0,0.22986281,0.7701372,0.7701372
16646,1,0,0,0.6778645,0.3221355,0.6778645
16218,1,0,0,0.9890444,0.010955572,0.9890444
16892,1,0,0,0.999989,1.1022008e-05,0.999989
17195,1,0,0,0.5183486,0.48165143,0.5183486
17038,1,0,0,0.99990743,9.2589085e-05,0.99990743
955,0,1,0,0.14333993,0.85666007,0.85666007
16054,1,0,0,0.95840114,0.04159888,0.95840114
17350,1,0,0,0.8371378,0.16286215,0.8371378
16421,1,0,0,0.9641619,0.035838153,0.9641619
17169,1,0,0,0.98802745,0.011972555,0.98802745
16861,1,0,0,0.51162875,0.48837122,0.51162875
16995,1,0,0,0.9963134,0.0036865775,0.9963134
16099,1,0,0,0.9983031,0.0016968942,0.9983031
14384,1,0,0,0.6054431,0.3945569,0.6054431
15072,1,0,0,0.9978571,0.0021429341,0.9978571
16670,1,0,0,0.9999829,1.7122786e-05,0.9999829
16648,1,0,0,0.99747115,0.002528861,0.99747115
15144,1,0,0,0.8522145,0.1477855,0.8522145
407,0,1,0,0.012706101,0.9872939,0.9872939
8051,0,1,0,0.4478789,0.5521211,0.5521211
5005,0,1,0,0.19572914,0.80427086,0.80427086
3421,0,1,0,0.20804757,0.79195243,0.79195243
17142,1,0,0,0.9679147,0.03208528,0.9679147
5503,0,1,0,0.22548455,0.77451545,0.77451545
16097,1,0,0,0.97418284,0.025817176,0.97418284
16064,1,0,0,0.9995392,0.00046081058,0.9995392
16236,1,0,0,0.999888,0.00011201459,0.999888
16710,1,0,0,0.998995,0.0010050022,0.998995
1366,0,1,0,0.07403284,0.92596716,0.92596716
8277,0,1,0,0.3113861,0.6886139,0.6886139
16414,1,0,0,0.9745802,0.025419759,0.9745802
14856,1,0,0,0.66087276,0.33912724,0.66087276
3405,0,1,0,0.418683,0.581317,0.581317
17100,1,0,0,0.7781733,0.22182667,0.7781733
17075,1,0,0,0.9963874,0.003612574,0.9963874
17097,1,0,0,0.9726728,0.027327167,0.9726728
16413,1,0,0,0.9984433,0.0015567036,0.9984433
17004,1,0,0,0.99703896,0.0029610558,0.99703896
16566,1,0,0,0.99835175,0.0016482382,0.99835175
16747,1,0,0,0.9017565,0.09824347,0.9017565
16985,1,0,0,0.9996959,0.00030411998,0.9996959
16575,1,0,0,0.60755813,0.39244187,0.60755813
14986,1,0,0,0.579296,0.42070404,0.579296
16627,1,0,0,0.96266854,0.037331462,0.96266854
17058,1,0,0,0.92035264,0.079647355,0.92035264
16222,1,0,0,0.9990687,0.0009313036,0.9990687
17304,1,0,0,0.5931932,0.40680683,0.5931932
5369,0,1,0,0.00074225664,0.99925774,0.99925774
16590,1,0,0,0.9952924,0.004707586,0.9952924
6686,0,1,0,0.070010126,0.9299899,0.9299899
1734,0,1,0,0.04523623,0.95476377,0.95476377
16055,1,0,0,0.83806354,0.16193646,0.83806354
16422,1,0,0,0.99961877,0.00038122723,0.99961877
16993,1,0,0,0.9999504,4.956164e-05,0.9999504
16690,1,0,0,0.99714553,0.0028544513,0.99714553
16965,1,0,0,0.8586844,0.14131558,0.8586844
