id,true_label,predicted_label,correct,prob_stationary,prob_deterministic_trend,prob_stochastic_trend,prob_volatility,prob_collective_anomaly,prob_contextual_anomaly,prob_mean_shift,prob_point_anomaly,prob_trend_shift,prob_variance_shift,confidence
922,0,4,0,0.018630752,0.0014054194,0.0033062517,0.013084113,0.94071895,0.0043950747,0.00634846,0.0046077804,0.00351951,0.003983763,0.94071895
144,4,0,0,0.9603481,0.0022959132,0.0024998097,0.0022222572,0.017346947,0.0033230546,0.003165299,0.0031254892,0.0026610512,0.0030120665,0.9603481
303,1,2,0,0.004322444,0.18495768,0.74851775,0.0049396683,0.004516971,0.007012002,0.013149943,0.0065951208,0.019632632,0.006355787,0.74851775
750,8,6,0,0.0065959413,0.0040854644,0.008755483,0.0069143437,0.025345642,0.01070014,0.61166096,0.010063996,0.30617926,0.0096987765,0.61166096
115,8,6,0,0.0072249305,0.14042874,0.009470689,0.008153554,0.011759925,0.011574206,0.5757773,0.010886091,0.21423355,0.01049104,0.5757773
696,8,6,0,0.0019841061,0.004438687,0.0023910692,0.0022391235,0.0033230681,0.0031785008,0.9364666,0.0029895324,0.040108364,0.0028810434,0.9364666
204,2,8,0,0.024203982,0.028942458,0.029813942,0.070557445,0.052202158,0.036435854,0.105579235,0.034269653,0.56377685,0.054218393,0.56377685
813,3,0,0,0.9906589,0.0001096757,0.0002150631,0.0070182267,0.00051945035,0.00028588835,0.000413365,0.00029143583,0.00022893502,0.00025913373,0.9906589
278,1,6,0,0.0010198642,0.02730742,0.0013096839,0.0010815336,0.0022924636,0.0015352684,0.9575062,0.0014439935,0.005112059,0.0013915915,0.9575062
868,3,0,0,0.48312387,0.0044731917,0.007697561,0.44111964,0.014287073,0.010232541,0.011972966,0.009624192,0.008194067,0.0092749335,0.48312387
642,3,0,0,0.84704596,0.0010438887,0.0014423879,0.13842429,0.0031125615,0.0019173997,0.0019366759,0.0018034045,0.0015354243,0.0017379599,0.84704596
