id,true_label,predicted_label,correct,prob_stationary,prob_deterministic_trend,prob_stochastic_trend,prob_volatility,prob_collective_anomaly,prob_contextual_anomaly,prob_mean_shift,prob_point_anomaly,prob_trend_shift,prob_variance_shift,confidence
922,0,4,0,0.007643944,0.00045409726,0.0011026432,0.002874944,0.9797386,0.0014671369,0.0025226807,0.0014781686,0.0013676275,0.0013501393,0.9797386
144,4,0,0,0.97985405,0.0004522525,0.00091704284,0.001053146,0.011051024,0.0012201838,0.0013414191,0.0012293586,0.0011374241,0.001744126,0.97985405
506,6,1,0,0.0015744691,0.64691556,0.0033308966,0.0024871328,0.0018481348,0.0023484156,0.33477902,0.002366074,0.002189133,0.0021611399,0.64691556
750,8,6,0,0.0038117252,0.005353991,0.0046233824,0.0036485652,0.005220682,0.0051718005,0.6847705,0.005210689,0.27742928,0.0047593703,0.6847705
115,8,6,0,0.014044073,0.13161923,0.021248216,0.014715325,0.01741459,0.020432783,0.41139865,0.020586422,0.32973737,0.018803354,0.41139865
696,8,6,0,0.003069938,0.012961495,0.003904855,0.003216669,0.006750992,0.0044664647,0.85481,0.004500049,0.1022092,0.004110284,0.85481
204,2,8,0,0.022402374,0.043719716,0.04905509,0.07764731,0.046904955,0.04299685,0.086725086,0.043320153,0.5073435,0.079885,0.5073435
813,3,0,0,0.9532729,0.00023430825,0.0005689495,0.040865354,0.0011966359,0.0007570238,0.00087467924,0.00082785095,0.0007056783,0.0006966542,0.9532729
278,1,6,0,0.0008458686,0.03474963,0.0013710443,0.0009086276,0.0011372976,0.0012616634,0.95456994,0.0012711502,0.0027237223,0.0011610512,0.95456994
868,3,0,0,0.90840524,0.0010859931,0.0021558166,0.0657611,0.007392353,0.002868451,0.0041274587,0.0028900197,0.002673897,0.0026397048,0.90840524
642,3,0,0,0.98522633,0.0001834032,0.00035338255,0.011210006,0.0006962266,0.0004701982,0.0005157291,0.0004737337,0.00043830674,0.00043270175,0.98522633
