id,true_label,predicted_label,correct,prob_stationary,prob_deterministic_trend,prob_stochastic_trend,prob_volatility,prob_collective_anomaly,prob_contextual_anomaly,prob_mean_shift,prob_point_anomaly,prob_trend_shift,prob_variance_shift,confidence
726,6,0,0,0.5327746011415597,0.009274007981667932,0.004839616943559646,0.1732387929707158,0.15171965597666948,0.0038515502900065388,0.09919840501300528,0.00811786663730986,0.003387937614787632,0.013597565430718266,0.5327746011415597
817,4,6,0,0.03922089938433336,0.028384920746546808,0.02333945281248587,0.022985891819238,0.21285371057403543,0.00737026820029445,0.581702091574964,0.01183384385758161,0.0325721360053836,0.03973678502513687,0.581702091574964
200,0,4,0,0.08303906008006333,0.0034780678814933814,0.002022743374262377,0.013057372650941224,0.8673696918432767,0.0019326489027343989,0.008386562340177236,0.008077457139438762,0.0017707689709236894,0.010865626816689252,0.8673696918432767
144,4,0,0,0.739229742287408,0.008657544090994413,0.0012900931933115226,0.025414257865385384,0.191674008335969,0.002964814729415773,0.020432338651419107,0.006615158501193594,0.0013912036625971106,0.0023308386823066613,0.739229742287408
750,8,6,0,0.010828435361159884,0.057847027636002024,0.022223548455963863,0.006636416945500284,0.024030182394885986,0.0074570770283909245,0.5017433684578559,0.005973161124715507,0.3522359602933749,0.011024822302150678,0.5017433684578559
115,8,6,0,0.013703104340049128,0.036743251175086596,0.01175002435790135,0.0071894088877474645,0.031352342081118284,0.006827435118102219,0.31064387625990225,0.006620194940002946,0.5664352960363038,0.008735066803786308,0.5664352960363038
696,8,6,0,0.006618112195641781,0.07621577598400162,0.007077862341033334,0.00415475619794985,0.014723995772395759,0.004896643530056281,0.547047646023653,0.004641544412017648,0.3298207379216742,0.004802925621576251,0.547047646023653
204,2,8,0,0.012146946337638905,0.05167714841640624,0.28642615162797413,0.008378009179675659,0.023765809385189598,0.010204485034539528,0.1320631850188577,0.010909485388252831,0.4498279029801587,0.01460087663130671,0.4498279029801587
80,6,0,0,0.26872899379021825,0.011857673527502987,0.005803891938025668,0.07295175019817643,0.17721065665230729,0.00531035666721678,0.43052332077349365,0.009404639539554066,0.004226922119610339,0.01398179479389454,0.43052332077349365
412,6,0,0,0.49923622899383324,0.01534371641802078,0.003470557695389754,0.05258362558668823,0.12479163188122705,0.00418498468468464,0.28020206844451034,0.006633312044933916,0.005193086096271368,0.008360788154440755,0.49923622899383324
813,3,0,0,0.6508788810425867,0.0029719701078879863,0.0015418698117223028,0.30237763593801925,0.01897524194453379,0.0015322868844554864,0.011778009734858362,0.0031484256309718675,0.001440595581208913,0.005355083323755413,0.6508788810425867
278,1,6,0,0.0024309944248358303,0.5115453579739915,0.014215271977309587,0.0019361453720217214,0.003958703505522522,0.00496752011477411,0.43386325593928454,0.002544947852195808,0.021934998585105985,0.0026028042549586044,0.5115453579739915
765,3,0,0,0.7793336914841394,0.0037395461141439944,0.0017180667920515264,0.1664972510156121,0.016170064450870696,0.0015689160853060507,0.022227856503468996,0.0019040265859846357,0.001742564625355848,0.005098016343066097,0.7793336914841394
868,3,0,0,0.6367459090732942,0.007341399661332293,0.0018494962209090068,0.22082851654121619,0.0790885094950877,0.002018498940033452,0.03978741969197072,0.00501257033208154,0.002278253560549991,0.005049426483524702,0.6367459090732942
642,3,0,0,0.7171766923998865,0.0030550762491359466,0.0015002188630923955,0.2360219425675821,0.01674906271523148,0.0016798888519317043,0.012985940868616604,0.004433461426217251,0.0014690975384874833,0.004928618519818623,0.7171766923998865
516,4,0,0,0.42733499932631647,0.009567896584470796,0.00610659496866252,0.00487950569773517,0.49774149668617057,0.010340695876950667,0.010699687258105772,0.026728821114804523,0.002570274214867516,0.004030028271916002,0.49774149668617057
952,2,1,0,0.0019696629745133,0.7259674116076151,0.237798408875101,0.0018861049857946603,0.0028806516858924276,0.004398806190245021,0.006940092415156545,0.004158094996322653,0.011558971936049461,0.0024417943333096084,0.7259674116076151
698,4,0,0,0.7701215577636131,0.011923176112005713,0.0024581603793994004,0.0639591443755262,0.06762565197309751,0.0033729347102021494,0.0657190212441621,0.006963225926588986,0.0028579309316415207,0.004999196583762688,0.7701215577636131
