id,true_label,predicted_label,correct,prob_Stationary,prob_Non-Stationary,confidence
4783,1,0,0,0.8647309663084227,0.13526903369157728,0.8647309663084227
1572,0,1,0,0.46806239100517233,0.5319376089948277,0.5319376089948277
4389,1,0,0,0.5716860807219909,0.4283139192780091,0.5716860807219909
3091,1,0,0,0.5911496210542425,0.4088503789457575,0.5911496210542425
2631,1,0,0,0.7585981568861362,0.24140184311386378,0.7585981568861362
1864,0,1,0,0.37332624673215375,0.6266737532678462,0.6266737532678462
1083,0,1,0,0.22515446156895436,0.7748455384310456,0.7748455384310456
1672,0,1,0,0.3599031344945145,0.6400968655054855,0.6400968655054855
3307,1,0,0,0.8747518822349444,0.12524811776505565,0.8747518822349444
2664,1,0,0,0.6906275328063312,0.3093724671936689,0.6906275328063312
1116,0,1,0,0.4797387218533673,0.5202612781466327,0.5202612781466327
2679,1,0,0,0.8173378539518457,0.18266214604815434,0.8173378539518457
1268,0,1,0,0.3958571584801457,0.6041428415198543,0.6041428415198543
1555,0,1,0,0.3498352645873809,0.6501647354126191,0.6501647354126191
203,0,1,0,0.03898351377267928,0.9610164862273207,0.9610164862273207
4462,1,0,0,0.8405165553508148,0.1594834446491852,0.8405165553508148
3805,1,0,0,0.5321108899383442,0.4678891100616558,0.5321108899383442
493,0,1,0,0.4543179719982887,0.5456820280017113,0.5456820280017113
596,0,1,0,0.34456182327962226,0.6554381767203777,0.6554381767203777
4280,1,0,0,0.6129372725865595,0.3870627274134405,0.6129372725865595
4550,1,0,0,0.815700900786938,0.18429909921306195,0.815700900786938
1325,0,1,0,0.49979132884594957,0.5002086711540504,0.5002086711540504
3263,1,0,0,0.6844010181894864,0.31559898181051366,0.6844010181894864
4255,1,0,0,0.7806268193643117,0.2193731806356883,0.7806268193643117
4345,1,0,0,0.8635459803536356,0.13645401964636442,0.8635459803536356
4285,1,0,0,0.5323477220553361,0.4676522779446639,0.5323477220553361
3384,1,0,0,0.7870161775717435,0.2129838224282566,0.7870161775717435
4329,1,0,0,0.6718466253305171,0.32815337466948286,0.6718466253305171
682,0,1,0,0.4832173127055309,0.5167826872944691,0.5167826872944691
36,0,1,0,0.13793924989706674,0.8620607501029333,0.8620607501029333
397,0,1,0,0.19108064140607717,0.8089193585939228,0.8089193585939228
1351,0,1,0,0.3034200057491552,0.6965799942508448,0.6965799942508448
1788,0,1,0,0.10036270868082087,0.8996372913191791,0.8996372913191791
3430,1,0,0,0.8033148603185842,0.19668513968141577,0.8033148603185842
4562,1,0,0,0.6741059936412046,0.32589400635879534,0.6741059936412046
2254,0,1,0,0.341239786964042,0.658760213035958,0.658760213035958
357,0,1,0,0.0814499870560621,0.9185500129439379,0.9185500129439379
1061,0,1,0,0.38467485660904255,0.6153251433909575,0.6153251433909575
37,0,1,0,0.2799793270377686,0.7200206729622314,0.7200206729622314
4472,1,0,0,0.5990007527040215,0.4009992472959785,0.5990007527040215
792,0,1,0,0.3845822732223515,0.6154177267776485,0.6154177267776485
4454,1,0,0,0.9140492287831754,0.08595077121682461,0.9140492287831754
1155,0,1,0,0.2317975449099665,0.7682024550900335,0.7682024550900335
2860,1,0,0,0.5750004379515607,0.4249995620484393,0.5750004379515607
2897,1,0,0,0.8843285454871468,0.11567145451285327,0.8843285454871468
1022,0,1,0,0.476866474445487,0.523133525554513,0.523133525554513
413,0,1,0,0.3520849575004016,0.6479150424995984,0.6479150424995984
3208,1,0,0,0.5253193125735112,0.47468068742648883,0.5253193125735112
4453,1,0,0,0.7787927386823351,0.2212072613176649,0.7787927386823351
1439,0,1,0,0.48766525379250636,0.5123347462074936,0.5123347462074936
