id,true_label,predicted_label,correct,prob_Stationary,prob_Non-Stationary,confidence
4217,1,0,0,0.6572965831678724,0.34270341683212757,0.6572965831678724
2392,0,1,0,0.43154399669976706,0.5684560033002329,0.5684560033002329
4548,1,0,0,0.4635151815118324,0.5364848184881676,0.5364848184881676
4389,1,0,0,0.807936108970749,0.19206389102925098,0.807936108970749
3091,1,0,0,0.5239118639121777,0.4760881360878222,0.5239118639121777
2631,1,0,0,0.5994591456667538,0.40054085433324615,0.5994591456667538
1864,0,1,0,0.2430166255618959,0.7569833744381043,0.7569833744381043
3038,1,0,0,0.531610263526277,0.4683897364737229,0.531610263526277
3307,1,0,0,0.5201268588764925,0.47987314112350765,0.5201268588764925
2664,1,0,0,0.6084553735405103,0.3915446264594898,0.6084553735405103
2679,1,0,0,0.5245256921212784,0.4754743078787215,0.5245256921212784
203,0,1,0,0.21231925109145972,0.78768074890854,0.78768074890854
4462,1,0,0,0.6193036106931323,0.3806963893068678,0.6193036106931323
2937,1,0,0,0.46974164103625216,0.5302583589637478,0.5302583589637478
493,0,1,0,0.2912230151969769,0.7087769848030232,0.7087769848030232
4550,1,0,0,0.5830292623202795,0.4169707376797206,0.5830292623202795
1325,0,1,0,0.4122415462494094,0.5877584537505907,0.5877584537505907
3263,1,0,0,0.7439703558186064,0.2560296441813933,0.7439703558186064
4255,1,0,0,0.5720162581862417,0.4279837418137582,0.5720162581862417
4345,1,0,0,0.7906933111483749,0.2093066888516251,0.7906933111483749
4285,1,0,0,0.5482066752447742,0.4517933247552258,0.5482066752447742
3384,1,0,0,0.7342406432443701,0.2657593567556298,0.7342406432443701
4329,1,0,0,0.45454625631834855,0.5454537436816514,0.5454537436816514
3452,1,0,0,0.8707895197775053,0.1292104802224945,0.8707895197775053
1497,0,1,0,0.33023571584637484,0.6697642841536254,0.6697642841536254
682,0,1,0,0.4313346415565142,0.5686653584434858,0.5686653584434858
36,0,1,0,0.21622513569813986,0.7837748643018602,0.7837748643018602
4561,1,0,0,0.9609575256059741,0.03904247439402594,0.9609575256059741
2089,0,1,0,0.3438602871514033,0.6561397128485968,0.6561397128485968
1351,0,1,0,0.32042457068982827,0.6795754293101718,0.6795754293101718
1788,0,1,0,0.3860720574313366,0.6139279425686635,0.6139279425686635
3430,1,0,0,0.7257826184682,0.27421738153180003,0.7257826184682
4562,1,0,0,0.7222204462540702,0.2777795537459299,0.7222204462540702
3291,1,0,0,0.6019673006351361,0.39803269936486385,0.6019673006351361
1632,0,1,0,0.31970182863648267,0.6802981713635173,0.6802981713635173
3104,1,0,0,0.7945859681048447,0.20541403189515528,0.7945859681048447
357,0,1,0,0.17882200607432885,0.8211779939256713,0.8211779939256713
2878,1,0,0,0.689833105061775,0.31016689493822497,0.689833105061775
4441,1,0,0,0.5324127483505775,0.4675872516494225,0.5324127483505775
37,0,1,0,0.33000320495565216,0.6699967950443476,0.6699967950443476
2200,0,1,0,0.32165799450487476,0.6783420054951252,0.6783420054951252
4472,1,0,0,0.6464504433852637,0.35354955661473647,0.6464504433852637
792,0,1,0,0.36782012987394097,0.632179870126059,0.632179870126059
3465,1,0,0,0.5085883060088183,0.4914116939911817,0.5085883060088183
4454,1,0,0,0.775895998720895,0.22410400127910496,0.775895998720895
1155,0,1,0,0.22722259986619514,0.7727774001338048,0.7727774001338048
2860,1,0,0,0.5840764817133135,0.41592351828668656,0.5840764817133135
2897,1,0,0,0.47195604779157296,0.528043952208427,0.528043952208427
1022,0,1,0,0.4290532082192041,0.5709467917807959,0.5709467917807959
4880,1,0,0,0.48817730715138596,0.511822692848614,0.511822692848614
2543,1,0,0,0.5064688684330778,0.4935311315669221,0.5064688684330778
3208,1,0,0,0.7850156666509664,0.21498433334903364,0.7850156666509664
4453,1,0,0,0.6805883394454443,0.31941166055455594,0.6805883394454443
2625,1,0,0,0.7192795726848089,0.28072042731519103,0.7192795726848089
242,0,1,0,0.29281304945022907,0.7071869505497707,0.7071869505497707
