id,true_label,predicted_label,correct,prob_Trend,prob_Volatility,prob_Stochastic,prob_Anomaly,prob_Structural Break,confidence
13697,2,0,0,0.17780177889940643,0.01325422538459791,0.6158550814376946,0.01900786616078834,0.17408104811751304,0.6158550814376946
19711,4,2,0,0.003504509995863692,4.648859014169644e-05,0.9028551022815993,0.000685940570269838,0.09290795856212566,0.9028551022815993
18527,4,3,0,0.000264438217262136,0.003438922372463274,0.003435914264121782,0.853128363204201,0.13973236194195185,0.853128363204201
17995,4,3,0,0.00011731646991741845,0.0006098280896618241,0.009629576376010926,0.4122779684825755,0.5773653105818342,0.5773653105818342
19745,4,2,0,0.08582058087328737,0.0001692485467790141,0.587213669414539,0.0011768368626743964,0.3256196643027204,0.587213669414539
18345,4,3,0,0.00024652374647640777,0.0005414381567246184,0.00894975599488175,0.39343956429419535,0.5968227178077223,0.5968227178077223
19391,4,2,0,0.01719712470224292,0.00015226684369608665,0.8722747358452004,0.0006257165491543486,0.10975015605970609,0.8722747358452004
19384,4,2,0,0.0068755688837344505,8.381972189212147e-05,0.8911167146160586,0.00090632862351543,0.10101756815479958,0.8911167146160586
18203,4,3,0,8.00273227119939e-05,0.0007272589071264875,0.005712164554554376,0.8220461210079343,0.17143442820767288,0.8220461210079343
19703,4,2,0,0.0038913596168978033,5.274890418809727e-05,0.8945629552058548,0.0005477898266159492,0.10094514644644319,0.8945629552058548
17050,3,1,0,0.0008912422093348378,0.9353640374192886,0.005074305977574629,0.03882773928725588,0.01984267510654598,0.9353640374192886
18207,4,0,0,0.4611862047087504,7.627396480977216e-05,0.00964714757200845,0.0003114274884128063,0.5287789462660186,0.5287789462660186
18671,4,1,0,0.0032596945223662844,0.07416974364270473,0.009017980204930208,0.24694587884742594,0.6666067027825731,0.6666067027825731
18114,4,3,0,0.00027983892442621594,5.685965822354795e-05,0.011445555271102309,0.24522333258578768,0.74299441356046,0.74299441356046
18271,4,3,0,0.0002222200792039888,0.00030914611596464256,0.010782477348574366,0.7226897204297927,0.26599643602646467,0.7226897204297927
18715,4,1,0,0.004350685351724942,0.42813775163964213,0.009783889980166096,0.14632001990227814,0.41140765312618865,0.42813775163964213
12959,2,0,0,0.4071019829943737,0.00011445776534653833,0.5547516670203285,0.0005649026829421031,0.037466989537009006,0.5547516670203285
19368,4,2,0,0.0004794172216754228,7.435421261866082e-05,0.8768354462050482,0.0004450617974357554,0.12216572056322193,0.8768354462050482
19915,4,2,0,0.023968289414203158,0.00012586665385419247,0.3492861070219187,0.0009218832054441043,0.6256978537045798,0.6256978537045798
19582,4,2,0,0.006299857748795266,0.00017937237572077891,0.3474461221603243,0.0009887035383331249,0.6450859441768266,0.6450859441768266
18019,4,3,0,8.101292022243329e-05,0.004746708070564995,0.0032359615776954816,0.9173373986669023,0.07459891876461479,0.9173373986669023
18185,4,3,0,0.0006102873760755881,0.0030672058423999037,0.0074719189204997035,0.3655377498445477,0.623312838016477,0.623312838016477
18240,4,3,0,7.47486845844399e-05,4.48435330431784e-05,0.003484374063440365,0.23890313427790646,0.7574928994410257,0.7574928994410257
15526,1,4,0,0.1288418985277787,0.10379040165894013,0.04013105142599621,0.038534109490195784,0.6887025388970891,0.6887025388970891
19367,4,2,0,0.0027651175339195675,5.237975423674655e-05,0.7509861652680386,0.0008443751243846749,0.24535196231942047,0.7509861652680386
17155,3,1,0,0.00012605646168798557,0.9087953656653683,0.0008513893335143977,0.084603146871203,0.005624041668226242,0.9087953656653683
18584,4,3,0,0.00014690457423548412,0.000227174064166634,0.008537492260526065,0.44195997757259353,0.5491284515284782,0.5491284515284782
18255,4,3,0,0.0001425825031487098,0.00015203880717861755,0.010696142253250841,0.248137906120479,0.7408713303159433,0.7408713303159433
19186,4,1,0,0.028838313829446748,0.31566652298900233,0.04196153930059046,0.19329331480541084,0.4202403090755499,0.4202403090755499
19566,4,2,0,0.0002616502036704321,8.28656407495092e-05,0.3385752950752122,0.0021303837380679935,0.6589498053422996,0.6589498053422996
13578,2,4,0,0.01977658776598641,8.75331875096711e-05,0.024766367015812894,0.0004963533752550373,0.954873158655436,0.954873158655436
18463,4,3,0,0.00033662957945337387,0.025346310152504974,0.0029497765144992608,0.9186676726186842,0.05269961113485818,0.9186676726186842
19701,4,2,0,0.00044553367939379363,2.0502256504960712e-05,0.5494334392307338,0.001272800638628941,0.4488277241947384,0.5494334392307338
18403,4,0,0,0.7486639695324105,0.00025523091820287496,0.005324861123811883,0.0003631594320616936,0.24539277899351294,0.7486639695324105
12749,2,4,0,0.0012452534723057709,0.0005545546498672598,0.030907524549890986,0.001011585434395647,0.9662810818935404,0.9662810818935404
19681,4,2,0,0.0272098794842093,0.00032031238220400565,0.5246298056317141,0.0010377352094969319,0.4468022672923753,0.5246298056317141
10030,0,4,0,0.08850537736628138,6.705795583861916e-05,0.005672600837527051,0.0003302894705083762,0.9054246743698446,0.9054246743698446
19377,4,2,0,0.037436284276279895,0.00034939663110986226,0.8762663012124606,0.001006333871744151,0.08494168400840552,0.8762663012124606
19387,4,2,0,0.00248476198728975,3.6423480933140934e-05,0.8966579726436217,0.00033429980971888556,0.1004865420784368,0.8966579726436217
17952,4,3,0,0.0006797005150278899,0.02073988887726261,0.003167956675483167,0.8198061440600211,0.155606309872205,0.8198061440600211
12900,2,4,0,0.0010868035272815486,0.0002574619542405113,0.16635358512569454,0.001186978993260217,0.8311151703995233,0.8311151703995233
19240,4,3,0,0.0010381279454645923,0.07044533160143682,0.004648099050072186,0.6188451938104761,0.30502324759255034,0.6188451938104761
18636,4,3,0,7.072358087354167e-05,0.003542137388080045,0.0027035203885210383,0.23854371214942363,0.7551399064931017,0.7551399064931017
19116,4,3,0,0.0011008875388105331,0.17932904859278284,0.006009831606278108,0.22800266382810935,0.585557568434019,0.585557568434019
19896,4,2,0,0.017615975937123426,3.0356566226440547e-05,0.8658608037439491,0.0006440156558327126,0.11584884809686852,0.8658608037439491
13070,2,4,0,0.00011750643747604973,0.00010677159733716289,0.07125424785915507,0.000827473137012147,0.9276940009690194,0.9276940009690194
10025,0,2,0,0.3098555095912385,0.000161784193047321,0.6421049543431279,0.0004476055877803484,0.04743014628480612,0.6421049543431279
13706,2,0,0,0.9026660740290466,7.870281146983702e-05,0.08403860648723863,0.0004222718094345796,0.012794344862810482,0.9026660740290466
19866,4,2,0,0.008660470069443803,3.2404521734511805e-05,0.9017450098019173,0.000540037059123803,0.08902207854778041,0.9017450098019173
18479,4,3,0,0.00012956108971773925,0.0007581078395665661,0.00763566947790155,0.467236144108287,0.524240517484527,0.524240517484527
10053,0,2,0,0.35749779631609657,0.00024991083655024433,0.6040153480334727,0.0005456794146674164,0.03769126539921293,0.6040153480334727
13567,2,4,0,0.00028920357883406805,6.671585384468148e-05,0.2328096191570766,0.0005852689454469184,0.7662491924647975,0.7662491924647975
18568,4,3,0,0.00034472791074941395,0.0051328203441706995,0.00424825732920622,0.5343359227710712,0.45593827164480244,0.5343359227710712
19353,4,2,0,0.044306201215839336,5.889371651537657e-05,0.8357881575573736,0.0004719406646791204,0.11937480684559269,0.8357881575573736
13550,2,4,0,0.0012507658685223532,0.00021926750073784993,0.2826407273695236,0.0011434434588604321,0.7147457958023556,0.7147457958023556
18049,4,3,0,0.00015754923551213295,0.015578753388130058,0.003432713103639749,0.9007083876066084,0.08012259666610959,0.9007083876066084
13652,2,0,0,0.9923589809104816,8.912086670650232e-05,0.0035829500960068133,0.0002603312709866471,0.003708616855818533,0.9923589809104816
19362,4,0,0,0.9747133329810118,0.00012159595946692249,0.008439262842607107,0.0005487283038407937,0.01617707991307325,0.9747133329810118
19399,4,2,0,0.048859006970217674,0.00012024252521732354,0.8484634223983387,0.0009391915301971449,0.10161813657602912,0.8484634223983387
19839,4,0,0,0.26521650215249937,0.00012950967713979553,0.3828707682208551,0.0009504609745884538,0.350832758974917,0.3828707682208551
19571,4,2,0,0.000412219604531139,3.374651487983304e-05,0.8968556574036185,0.00041601835546783533,0.1022823581215027,0.8968556574036185
19843,4,2,0,0.03451066492327047,4.920076515998483e-05,0.8319783304080194,0.0009063452945505419,0.1325554586089994,0.8319783304080194
19509,4,2,0,0.00014913261817285536,5.010829201580192e-05,0.3386480963226947,0.0012127809750053424,0.6599398817921116,0.6599398817921116
19219,4,1,0,0.0033650230802685266,0.5471417532797167,0.006598019747179129,0.229237848603154,0.21365735528968138,0.5471417532797167
13310,2,4,0,0.0004517528950129935,0.00018794334096739553,0.022626352793936953,0.008914820580011388,0.9678191303900714,0.9678191303900714
19543,4,2,0,0.001263938987899564,5.038955285716356e-05,0.7286422790095343,0.0006852084926279472,0.2693581839570812,0.7286422790095343
12952,2,0,0,0.32339612488140895,0.012093494355805144,0.2916445787609855,0.018603348615238,0.35426245338656226,0.35426245338656226
19365,4,2,0,0.0005156176329541821,4.125781218304715e-05,0.8897606531195299,0.000459098964009882,0.10922337247132312,0.8897606531195299
19893,4,2,0,0.0018597448666691804,8.103971404786338e-05,0.6827985195524879,0.00094189205189185,0.31431880381490307,0.6827985195524879
18044,4,3,0,8.192957789588758e-05,3.661412171417963e-05,0.006946080276586399,0.3254609230166649,0.6674744530071386,0.6674744530071386
18521,4,3,0,0.0005081062889434332,0.029823553366416053,0.009875186280284845,0.6281317394316343,0.33166141463272114,0.6281317394316343
19520,4,2,0,0.0005113393775274886,1.3707442938748284e-05,0.8165136088533641,0.0004484406926293008,0.18251290363354006,0.8165136088533641
18821,4,1,0,0.0045749434288723636,0.7684070665560424,0.007348037429654906,0.07308626818495484,0.14658368440047564,0.7684070665560424
17967,4,3,0,0.00018311430820466313,0.0008796961195845946,0.005675838661785684,0.6781579391213841,0.31510341178904105,0.6781579391213841
18179,4,3,0,4.48546484723951e-05,0.0023618388117900044,0.001736967967195641,0.9773443708221152,0.01851196775042695,0.9773443708221152
19402,4,2,0,0.00015056405705614643,5.5378545904817265e-05,0.5672402005847531,0.0007180734598829955,0.43183578335240286,0.5672402005847531
17993,4,3,0,0.005772157345170532,0.07654867026677997,0.011572859369136377,0.6487648029264728,0.25734151009244044,0.6487648029264728
19513,4,2,0,0.0029301570828868606,4.876776596672673e-05,0.8944827264061149,0.0005301885046385862,0.10200816024039285,0.8944827264061149
18184,4,3,0,0.0006845285514986131,0.0013733684566538534,0.016363233903626876,0.23481533620748232,0.7467635328807387,0.7467635328807387
16991,3,1,0,0.00017151070872145914,0.8626145325503404,0.00019827598221374733,0.13249408127432666,0.004521599484398111,0.8626145325503404
13641,2,0,0,0.976521537499222,0.00016055349089750113,0.020505027690825493,0.000375999556995543,0.002436881762059511,0.976521537499222
19883,4,0,0,0.8164372515151709,0.00022423851378798755,0.1462563054694178,0.0006547876311620715,0.03642741687046118,0.8164372515151709
18438,4,3,0,4.241123989044285e-05,0.0007332758773944149,0.0059715009703972645,0.751543005021304,0.2417098068910136,0.751543005021304
13930,2,4,0,0.00020737468654539142,0.00021125364427366177,0.147994307767826,0.0008297809547931156,0.8507572829465618,0.8507572829465618
19528,4,0,0,0.4830233003399358,0.0004711433024819869,0.0293163923749354,0.0018050937062542819,0.48538407027639247,0.48538407027639247
18547,4,3,0,0.00034810864919598513,0.018055472387087032,0.002468646423804414,0.8782291944994186,0.10089857804049385,0.8782291944994186
18190,4,3,0,8.93511290601906e-05,0.0006941579851161894,0.006037059436834866,0.8034180004287376,0.18976143102025098,0.8034180004287376
19511,4,2,0,0.00017844146849959306,7.719413985655945e-05,0.6105983869090805,0.0008399037982237593,0.3883060736843389,0.6105983869090805
19737,4,2,0,0.00030412773468687195,9.52399453819114e-05,0.8624072232196542,0.00037875830435389184,0.13681465079592317,0.8624072232196542
18030,4,3,0,0.0008929264468757183,0.002974002361348318,0.016705166734168553,0.8791410425277306,0.10028686192987642,0.8791410425277306
18214,4,3,0,0.00014197402126134865,0.0011653727564762695,0.00297909223293433,0.7341691656748861,0.261544395314442,0.7341691656748861
19121,4,3,0,0.0003498052286228792,0.2600563061716771,0.002571969023539353,0.6249912291387507,0.11203069043740993,0.6249912291387507
17600,3,4,0,0.00014874466502038723,4.8342721095300285e-05,0.015637159839180098,0.18892657756093767,0.7952391752137669,0.7952391752137669
19878,4,2,0,0.0027846083098243693,8.431109870139513e-05,0.8717266800898387,0.0005766847304057851,0.12482771577122996,0.8717266800898387
19221,4,1,0,0.01582741269155585,0.4086096622354634,0.02325198835825401,0.3778245444890979,0.17448639222562903,0.4086096622354634
19371,4,2,0,0.25671063930334037,8.940342984308982e-05,0.5747373172272654,0.0013178966352000016,0.16714474340435143,0.5747373172272654
13878,2,4,0,0.1305394630390586,0.0026075097397687402,0.17091355766107563,0.016649579566271767,0.6792898899938254,0.6792898899938254
13847,2,0,0,0.400968946141796,0.003568204504685731,0.39365799293580717,0.006994269784109931,0.19481058663360118,0.400968946141796
13604,2,4,0,0.033121808089718506,0.00013649215763231,0.2336447577826135,0.0009516387442015706,0.7321453032258342,0.7321453032258342
19397,4,2,0,0.0009740952529275308,5.4846842913222175e-05,0.8924031538668783,0.00055925636833624,0.10600864766894467,0.8924031538668783
19881,4,2,0,0.0184135048377356,0.00010790269787227047,0.8791875998992972,0.0007503344632952027,0.10154065810179973,0.8791875998992972
19739,4,2,0,0.0021089578009768875,4.305393633688356e-05,0.8992823992960912,0.0007169652375350506,0.09784862372906009,0.8992823992960912
19392,4,2,0,0.01827512316563685,6.575110692455791e-05,0.6704786249627352,0.0007764126604440075,0.31040408810425923,0.6704786249627352
15434,1,3,0,0.000314742227371952,0.3546397271630857,0.002030169271763309,0.5948187572997987,0.048196604037979936,0.5948187572997987
13059,2,4,0,0.00035699541294851147,7.611852140540424e-05,0.23801477973404406,0.0010197011210482802,0.760532405210554,0.760532405210554
13483,2,4,0,0.007169991383136462,3.7716271020240995e-05,0.1394528877188991,0.007349498313463325,0.8459899063134807,0.8459899063134807
18067,4,3,0,0.00018555605658871779,0.0011405383859074728,0.012385348606644805,0.32791033910937534,0.6583782178414839,0.6583782178414839
13758,2,0,0,0.7072331877821307,0.0006499318269841295,0.2102334786866301,0.002607139523236676,0.07927626218101852,0.7072331877821307
16945,3,1,0,0.0004834941587075602,0.49080079233894003,0.0025517304059712712,0.496160991926102,0.010002991170279424,0.496160991926102
