id,true_label,predicted_label,correct,prob_Trend,prob_Volatility,prob_Stochastic,prob_Anomaly,prob_Structural Break,confidence
4798,4,3,0,0.0046361927,0.0027536293,0.006887501,0.65524244,0.33048022,0.65524244
5010,4,0,0,0.98138994,0.00020491582,0.003258131,0.00036815123,0.014778845,0.98138994
3914,1,4,0,0.0003176193,0.34732056,0.000266891,0.0002142518,0.6518807,0.6518807
3943,1,3,0,8.187006e-05,0.012316095,6.370625e-05,0.98733526,0.00020308381,0.98733526
4454,3,4,0,0.0018833395,0.0022609774,0.003325411,0.32858366,0.66394657,0.66394657
4732,4,1,0,0.0006670846,0.7529579,0.000795194,0.001707936,0.24387193,0.7529579
4405,3,4,0,0.002186151,0.0016567878,0.0011605906,0.304133,0.6908635,0.6908635
4743,4,1,0,0.00019737198,0.64120096,0.0002602009,0.0036177067,0.35472375,0.64120096
4616,4,3,0,0.002830271,0.0021255899,0.4696577,0.47870314,0.046683345,0.47870314
4824,4,1,0,0.000127422,0.5139127,4.439864e-05,8.6172746e-05,0.48582935,0.5139127
4553,4,3,0,0.002806959,0.001700771,0.0064772577,0.55678886,0.43222615,0.55678886
4583,4,3,0,0.00010804441,8.524688e-05,0.00019767901,0.6735678,0.32604125,0.6735678
4161,3,1,0,0.0004626974,0.5856479,0.0005768096,0.41086105,0.0024515882,0.5856479
4272,3,4,0,0.005274656,0.0029272404,0.06713967,0.28213197,0.6425265,0.6425265
4528,4,3,0,0.00036005164,0.00020781411,0.0014717261,0.8353552,0.16260521,0.8353552
3465,2,0,0,0.88410676,0.0001813884,0.11472029,0.00032102683,0.0006705476,0.88410676
4928,4,2,0,0.14526577,0.005347139,0.560022,0.016969942,0.27239516,0.560022
4356,3,2,0,0.0004996901,0.0006044905,0.6764239,0.20879419,0.11367775,0.6764239
4967,4,2,0,0.00011087234,5.0613384e-05,0.6777459,0.00018452459,0.3219081,0.6777459
4512,4,3,0,0.00025205253,0.00067022047,0.00035311232,0.99675554,0.0019690236,0.99675554
4369,3,4,0,0.0060881977,0.008509554,0.01656757,0.074529864,0.8943048,0.8943048
