id,true_label,predicted_label,correct,prob_Stationary,prob_Non-Stationary,confidence
15255,1,0,0,0.813377,0.18662296,0.813377
17071,1,0,0,0.9999771,2.2865777e-05,0.9999771
3344,0,1,0,0.41690236,0.58309764,0.58309764
17222,1,0,0,0.98561954,0.014380463,0.98561954
5137,0,1,0,0.28128463,0.71871537,0.71871537
16692,1,0,0,0.9939311,0.0060688844,0.9939311
16760,1,0,0,0.5827025,0.41729745,0.5827025
1763,0,1,0,0.00042766333,0.99957234,0.99957234
5292,0,1,0,9.059906e-06,0.99999094,0.99999094
9106,0,1,0,0.25754648,0.7424535,0.7424535
16624,1,0,0,0.8320229,0.1679771,0.8320229
9141,0,1,0,0.27142006,0.72857994,0.72857994
7197,0,1,0,0.09752917,0.9024708,0.9024708
4117,0,1,0,0.00074881315,0.9992512,0.9992512
3288,0,1,0,0.004769802,0.9952302,0.9952302
6372,0,1,0,0.44677818,0.5532218,0.5532218
16845,1,0,0,0.9981743,0.0018257172,0.9981743
16079,1,0,0,0.99670064,0.003299363,0.99670064
5178,0,1,0,0.25031966,0.74968034,0.74968034
14735,1,0,0,0.74491346,0.2550865,0.74491346
16840,1,0,0,0.9806764,0.019323595,0.9806764
17060,1,0,0,0.86225015,0.13774987,0.86225015
15295,1,0,0,0.9185628,0.08143716,0.9185628
16894,1,0,0,0.98985106,0.010148924,0.98985106
16892,1,0,0,0.99983037,0.00016964498,0.99983037
3037,0,1,0,0.16800213,0.8319979,0.8319979
12,0,1,0,0.39687115,0.60312885,0.60312885
16413,1,0,0,0.98296154,0.01703848,0.98296154
16248,1,0,0,0.51770633,0.48229367,0.51770633
16754,1,0,0,0.9964578,0.0035421601,0.9964578
6103,0,1,0,0.0283643,0.9716357,0.9716357
18420,1,0,0,0.958812,0.041187987,0.958812
19211,1,0,0,0.8809784,0.1190216,0.8809784
6611,0,1,0,0.108397126,0.8916029,0.8916029
14666,1,0,0,0.9708805,0.029119466,0.9708805
16916,1,0,0,0.99887216,0.0011278689,0.99887216
16232,1,0,0,0.99834746,0.0016525217,0.99834746
16409,1,0,0,0.9960624,0.0039375857,0.9960624
7219,0,1,0,0.031464815,0.9685352,0.9685352
16976,1,0,0,0.9975587,0.0024412887,0.9975587
16963,1,0,0,0.9869656,0.013034414,0.9869656
16747,1,0,0,0.70967406,0.29032594,0.70967406
17075,1,0,0,0.99687773,0.0031222694,0.99687773
16067,1,0,0,0.9735764,0.026423555,0.9735764
16929,1,0,0,0.77409106,0.22590894,0.77409106
17540,1,0,0,0.87301564,0.12698436,0.87301564
16933,1,0,0,0.9997432,0.00025678723,0.9997432
16268,1,0,0,0.9153596,0.0846404,0.9153596
1391,0,1,0,0.25067055,0.74932945,0.74932945
17097,1,0,0,0.9980502,0.0019498086,0.9980502
17236,1,0,0,0.6281799,0.37182006,0.6281799
5281,0,1,0,0.16303766,0.83696234,0.83696234
15110,1,0,0,0.6859096,0.3140904,0.6859096
16659,1,0,0,0.9999966,3.3808415e-06,0.9999966
5656,0,1,0,0.49866283,0.5013372,0.5013372
16926,1,0,0,0.8566998,0.14330018,0.8566998
