id,true_label,predicted_label,correct,prob_Stationary,prob_Non-Stationary,confidence
3042,0,1,0,0.4105494650721456,0.5894505349278545,0.5894505349278545
6894,0,1,0,0.4479463058735452,0.5520536941264547,0.5520536941264547
7980,0,1,0,0.0833748047543113,0.9166251952456886,0.9166251952456886
17311,1,0,0,0.7679885722195293,0.23201142778047085,0.7679885722195293
15255,1,0,0,0.64495515070058,0.3550448492994201,0.64495515070058
16548,1,0,0,0.7458304361068521,0.25416956389314765,0.7458304361068521
17071,1,0,0,0.9477143030095511,0.05228569699044888,0.9477143030095511
162,0,1,0,0.2964100406389084,0.7035899593610916,0.7035899593610916
14530,1,0,0,0.639911741449887,0.36008825855011295,0.639911741449887
17222,1,0,0,0.7626810423220038,0.2373189576779962,0.7626810423220038
15177,1,0,0,0.512567874452127,0.4874321255478731,0.512567874452127
15268,1,0,0,0.7711801393638598,0.2288198606361401,0.7711801393638598
15329,1,0,0,0.8061825253969226,0.19381747460307758,0.8061825253969226
5137,0,1,0,0.20928013669014317,0.790719863309857,0.790719863309857
15191,1,0,0,0.8260497757594105,0.17395022424058942,0.8260497757594105
17228,1,0,0,0.7398111217905381,0.26018887820946207,0.7398111217905381
14397,1,0,0,0.7184052969271635,0.2815947030728367,0.7184052969271635
16692,1,0,0,0.6870670741428161,0.31293292585718374,0.6870670741428161
17195,1,0,0,0.46899787290074135,0.5310021270992584,0.5310021270992584
16760,1,0,0,0.8152538994473538,0.1847461005526463,0.8152538994473538
1763,0,1,0,6.271280296930084e-09,0.9999999937287196,0.9999999937287196
5292,0,1,0,8.706919052389131e-14,0.9999999999999128,0.9999999999999128
16624,1,0,0,0.8516696341632999,0.1483303658367002,0.8516696341632999
16229,1,0,0,0.5512543996541409,0.448745600345859,0.5512543996541409
7197,0,1,0,0.4207072229469586,0.5792927770530414,0.5792927770530414
16554,1,0,0,0.9115960625917867,0.08840393740821326,0.9115960625917867
17126,1,0,0,0.5,0.5,0.5
15389,1,0,0,0.6769094877837997,0.3230905122162002,0.6769094877837997
16896,1,0,0,0.5922226944782673,0.4077773055217328,0.5922226944782673
3288,0,1,0,0.18945049517271578,0.8105495048272845,0.8105495048272845
16571,1,0,0,0.6193188451915974,0.3806811548084024,0.6193188451915974
16845,1,0,0,0.8535102278459322,0.14648977215406794,0.8535102278459322
14231,1,0,0,0.5223447076290793,0.47765529237092075,0.5223447076290793
6306,0,1,0,0.4427749989094534,0.5572250010905466,0.5572250010905466
16079,1,0,0,0.7882631995154941,0.21173680048450597,0.7882631995154941
5178,0,1,0,0.43313954977124375,0.5668604502287564,0.5668604502287564
14735,1,0,0,0.7415439074775594,0.2584560925224407,0.7415439074775594
16840,1,0,0,0.8174284144154935,0.18257158558450642,0.8174284144154935
855,0,1,0,0.44421512874870667,0.5557848712512934,0.5557848712512934
12158,1,0,0,0.963355701849324,0.03664429815067597,0.963355701849324
15134,1,0,0,0.47394393328920503,0.5260560667107949,0.5260560667107949
17060,1,0,0,0.5443484638884362,0.455651536111564,0.5443484638884362
3156,0,1,0,0.28041448669966773,0.7195855133003325,0.7195855133003325
15295,1,0,0,0.9290278977694515,0.07097210223054845,0.9290278977694515
14626,1,0,0,0.6355423616316489,0.36445763836835127,0.6355423616316489
16410,1,0,0,0.6034485734008374,0.3965514265991627,0.6034485734008374
16894,1,0,0,0.8167079969865275,0.1832920030134725,0.8167079969865275
16892,1,0,0,0.9428146816723658,0.0571853183276342,0.9428146816723658
15195,1,0,0,0.6811124983104316,0.3188875016895685,0.6811124983104316
16413,1,0,0,0.7516579872938149,0.24834201270618492,0.7516579872938149
16248,1,0,0,0.8414678969979145,0.15853210300208526,0.8414678969979145
16754,1,0,0,0.83638290653432,0.16361709346568004,0.83638290653432
18420,1,0,0,0.7089998227370694,0.29100017726293065,0.7089998227370694
3148,0,1,0,0.44511660200533554,0.5548833979946644,0.5548833979946644
17668,1,0,0,0.9888164047664271,0.011183595233572974,0.9888164047664271
15133,1,0,0,0.647740090967863,0.3522599090321369,0.647740090967863
1626,0,1,0,0.018557138045827586,0.9814428619541725,0.9814428619541725
6354,0,1,0,0.3811040461943335,0.6188959538056665,0.6188959538056665
19211,1,0,0,0.6400550251528939,0.3599449748471061,0.6400550251528939
6611,0,1,0,0.37778346556558345,0.6222165344344167,0.6222165344344167
4544,0,1,0,0.2491367911856485,0.7508632088143513,0.7508632088143513
15108,1,0,0,0.8386742945068069,0.16132570549319317,0.8386742945068069
16916,1,0,0,0.8766268202433187,0.12337317975668156,0.8766268202433187
16232,1,0,0,0.7571331086960668,0.24286689130393332,0.7571331086960668
16409,1,0,0,0.6407949645512231,0.3592050354487769,0.6407949645512231
16879,1,0,0,0.818502194139096,0.18149780586090394,0.818502194139096
7219,0,1,0,0.059240593525104114,0.9407594064748961,0.9407594064748961
16976,1,0,0,0.7546638355194853,0.24533616448051487,0.7546638355194853
16963,1,0,0,0.9313460508099991,0.06865394919000091,0.9313460508099991
16747,1,0,0,0.5466401976183808,0.45335980238161916,0.5466401976183808
14503,1,0,0,0.6680134871783344,0.3319865128216657,0.6680134871783344
17075,1,0,0,0.8597859227412941,0.140214077258706,0.8597859227412941
16067,1,0,0,0.7254401158392657,0.27455988416073457,0.7254401158392657
15340,1,0,0,0.6413571345423996,0.3586428654576004,0.6413571345423996
14983,1,0,0,0.7968397739418949,0.20316022605810521,0.7968397739418949
15073,1,0,0,0.8272808187035002,0.17271918129649966,0.8272808187035002
16929,1,0,0,0.5196959233812184,0.48030407661878166,0.5196959233812184
17540,1,0,0,0.9835132687107826,0.016486731289217276,0.9835132687107826
16933,1,0,0,0.9221752393676417,0.0778247606323584,0.9221752393676417
16268,1,0,0,0.9838405528893749,0.01615944711062514,0.9838405528893749
15344,1,0,0,0.5958689733689171,0.404131026631083,0.5958689733689171
16785,1,0,0,0.656403234524909,0.3435967654750911,0.656403234524909
17097,1,0,0,0.8905342542330834,0.10946574576691664,0.8905342542330834
17236,1,0,0,0.8024119345174713,0.19758806548252875,0.8024119345174713
15127,1,0,0,0.9625679379370781,0.03743206206292192,0.9625679379370781
15230,1,0,0,0.8054238383146903,0.1945761616853097,0.8054238383146903
16645,1,0,0,0.540537761325032,0.4594622386749679,0.540537761325032
15000,1,0,0,0.7698511418563121,0.2301488581436879,0.7698511418563121
15110,1,0,0,0.9476835913227117,0.052316408677288144,0.9476835913227117
17364,1,0,0,0.9585471879694215,0.04145281203057846,0.9585471879694215
16659,1,0,0,0.9969901563791159,0.00300984362088395,0.9969901563791159
16926,1,0,0,0.832505902518553,0.16749409748144695,0.832505902518553
15290,1,0,0,0.7545796615493202,0.24542033845067995,0.7545796615493202
18521,1,0,0,0.7668523439297383,0.2331476560702615,0.7668523439297383
3901,0,1,0,0.23369042196494155,0.7663095780350583,0.7663095780350583
17025,1,0,0,0.9173294232107716,0.08267057678922839,0.9173294232107716
342,0,1,0,0.22837589779834114,0.7716241022016589,0.7716241022016589
16382,1,0,0,0.8594235871513369,0.14057641284866298,0.8594235871513369
10558,1,0,0,0.6674583234940853,0.33254167650591454,0.6674583234940853
18030,1,0,0,0.9936101523542764,0.006389847645723564,0.9936101523542764
15251,1,0,0,0.4815644042822934,0.5184355957177065,0.5184355957177065
6440,0,1,0,0.27707725050088716,0.7229227494991126,0.7229227494991126
16573,1,0,0,0.8164208209482157,0.18357917905178445,0.8164208209482157
16222,1,0,0,0.7380573203218808,0.26194267967811913,0.7380573203218808
14012,1,0,0,0.7202528221715326,0.2797471778284672,0.7202528221715326
16611,1,0,0,0.9875421120274398,0.012457887972560255,0.9875421120274398
16223,1,0,0,0.9285269353580938,0.07147306464190611,0.9285269353580938
17160,1,0,0,0.8174989446739769,0.18250105532602318,0.8174989446739769
14912,1,0,0,0.9119323258077305,0.08806767419226946,0.9119323258077305
5451,0,1,0,3.00000089999998e-14,0.9999999999999699,0.9999999999999699
955,0,1,0,0.0031029489442993795,0.9968970510557006,0.9968970510557006
15424,1,0,0,0.5056779128231566,0.4943220871768435,0.5056779128231566
16654,1,0,0,0.7744232491335372,0.22557675086646287,0.7744232491335372
16247,1,0,0,0.6324511388243421,0.36754886117565777,0.6324511388243421
6972,0,1,0,0.35310868365858833,0.6468913163414116,0.6468913163414116
15033,1,0,0,0.730617166566641,0.2693828334333593,0.730617166566641
14986,1,0,0,0.5795527565980637,0.4204472434019362,0.5795527565980637
17881,1,0,0,0.7531934719275153,0.24680652807248468,0.7531934719275153
16996,1,0,0,0.5989203917801033,0.4010796082198967,0.5989203917801033
16086,1,0,0,0.9865392735066904,0.01346072649330962,0.9865392735066904
15185,1,0,0,0.8319315108750537,0.16806848912494654,0.8319315108750537
16995,1,0,0,0.8910852675360308,0.10891473246396942,0.8910852675360308
17014,1,0,0,0.4655352934034736,0.5344647065965265,0.5344647065965265
16080,1,0,0,0.5769278320962028,0.42307216790379715,0.5769278320962028
16690,1,0,0,0.9402633262028265,0.05973667379717368,0.9402633262028265
17036,1,0,0,0.577270172997322,0.4227298270026782,0.577270172997322
16254,1,0,0,0.5320378046927121,0.46796219530728805,0.5320378046927121
6480,0,1,0,0.2693587109192662,0.7306412890807338,0.7306412890807338
14321,1,0,0,0.7492444074764145,0.25075559252358554,0.7492444074764145
16780,1,0,0,0.5208680087490157,0.4791319912509842,0.5208680087490157
1991,0,1,0,0.12020428560696896,0.8797957143930308,0.8797957143930308
14504,1,0,0,0.816782151348991,0.1832178486510091,0.816782151348991
16918,1,0,0,0.887764482853735,0.1122355171462653,0.887764482853735
17205,1,0,0,0.9966715564168117,0.003328443583188318,0.9966715564168117
16266,1,0,0,0.6863257744169459,0.31367422558305424,0.6863257744169459
4947,0,1,0,0.39599729046958304,0.6040027095304168,0.6040027095304168
16590,1,0,0,0.9073465034770298,0.09265349652297035,0.9073465034770298
16720,1,0,0,0.7611678259260053,0.2388321740739948,0.7611678259260053
4260,0,1,0,0.37948647838392513,0.6205135216160749,0.6205135216160749
15385,1,0,0,0.8252901099394003,0.17470989006059987,0.8252901099394003
17282,1,0,0,0.9086056695479786,0.09139433045202149,0.9086056695479786
1679,0,1,0,0.2638789755728733,0.7361210244271266,0.7361210244271266
16431,1,0,0,0.961397369901354,0.0386026300986459,0.961397369901354
16227,1,0,0,0.934466920294602,0.06553307970539801,0.934466920294602
2366,0,1,0,0.1933657919619208,0.8066342080380791,0.8066342080380791
16434,1,0,0,0.7201949774262444,0.2798050225737556,0.7201949774262444
17237,1,0,0,0.5136164849210877,0.4863835150789123,0.5136164849210877
15086,1,0,0,0.8941301390486456,0.10586986095135445,0.8941301390486456
15288,1,0,0,0.8696038995424195,0.13039610045758052,0.8696038995424195
15068,1,0,0,0.7273133889505284,0.2726866110494716,0.7273133889505284
16586,1,0,0,0.7282532606500464,0.2717467393499536,0.7282532606500464
18395,1,0,0,0.6030548313843056,0.3969451686156945,0.6030548313843056
1366,0,1,0,0.1777252828542007,0.8222747171457992,0.8222747171457992
18266,1,0,0,0.593226930953464,0.4067730690465359,0.593226930953464
8277,0,1,0,0.20840576333955824,0.7915942366604415,0.7915942366604415
17751,1,0,0,0.6045491204810275,0.39545087951897245,0.6045491204810275
17350,1,0,0,0.9776649009100233,0.022335099089976655,0.9776649009100233
17841,1,0,0,0.7120505283173345,0.2879494716826654,0.7120505283173345
17260,1,0,0,0.7628806731313442,0.23711932686865558,0.7628806731313442
15025,1,0,0,0.6395203178606412,0.36047968213935877,0.6395203178606412
16851,1,0,0,0.5458659493026239,0.45413405069737606,0.5458659493026239
16878,1,0,0,0.4862856214566092,0.5137143785433907,0.5137143785433907
16252,1,0,0,0.6420988236133497,0.35790117638665037,0.6420988236133497
16050,1,0,0,0.517177715790102,0.482822284209898,0.517177715790102
14846,1,0,0,0.677158230261799,0.322841769738201,0.677158230261799
5802,0,1,0,0.3527751991600728,0.6472248008399273,0.6472248008399273
16956,1,0,0,0.9981829384270136,0.0018170615729863476,0.9981829384270136
14174,1,0,0,0.48781576082650707,0.512184239173493,0.512184239173493
19121,1,0,0,0.6225451883355242,0.3774548116644758,0.6225451883355242
15132,1,0,0,0.6375907868613439,0.36240921313865604,0.6375907868613439
17110,1,0,0,0.647483249862869,0.35251675013713113,0.647483249862869
1070,0,1,0,0.40448586563733596,0.5955141343626641,0.5955141343626641
16259,1,0,0,0.6691519695623604,0.3308480304376395,0.6691519695623604
16081,1,0,0,0.4796035906724215,0.5203964093275787,0.5203964093275787
16707,1,0,0,0.5463870015515607,0.45361299844843916,0.5463870015515607
15360,1,0,0,0.5073421317667282,0.49265786823327173,0.5073421317667282
15291,1,0,0,0.4808333053288346,0.5191666946711656,0.5191666946711656
14169,1,0,0,0.9074022383198959,0.09259776168010427,0.9074022383198959
6945,0,1,0,0.39792040808991047,0.6020795919100895,0.6020795919100895
7242,0,1,0,0.025125965304353556,0.9748740346956464,0.9748740346956464
16993,1,0,0,0.9960742731862896,0.003925726813710421,0.9960742731862896
17500,1,0,0,0.63001518254221,0.36998481745779,0.63001518254221
16415,1,0,0,0.9180243977998265,0.08197560220017351,0.9180243977998265
16706,1,0,0,0.5,0.5,0.5
15207,1,0,0,0.4945926920563248,0.5054073079436752,0.5054073079436752
17049,1,0,0,0.6529231941942529,0.34707680580574696,0.6529231941942529
14183,1,0,0,0.5308432031691165,0.4691567968308834,0.5308432031691165
15426,1,0,0,0.6920488830965597,0.3079511169034404,0.6920488830965597
16089,1,0,0,0.9590975170884951,0.040902482911504834,0.9590975170884951
12072,1,0,0,0.7413890750504353,0.25861092494956445,0.7413890750504353
7401,0,1,0,0.32964184948587905,0.6703581505141207,0.6703581505141207
16817,1,0,0,0.7343632135661511,0.26563678643384897,0.7343632135661511
6574,0,1,0,0.4208300559564522,0.5791699440435479,0.5791699440435479
5566,0,1,0,8.881752870623479e-14,0.9999999999999112,0.9999999999999112
16100,1,0,0,0.9682892931071317,0.03171070689286832,0.9682892931071317
16397,1,0,0,0.9998680295803877,0.0001319704196123778,0.9998680295803877
17697,1,0,0,0.6562427079740284,0.34375729202597166,0.6562427079740284
15034,1,0,0,0.5356792398880461,0.4643207601119537,0.5356792398880461
16649,1,0,0,0.7608309065749712,0.23916909342502896,0.7608309065749712
16665,1,0,0,0.7096408332257679,0.29035916677423224,0.7096408332257679
16056,1,0,0,0.5571330228850379,0.44286697711496215,0.5571330228850379
17538,1,0,0,0.5497396318126804,0.45026036818731957,0.5497396318126804
16569,1,0,0,0.8230797314192841,0.17692026858071566,0.8230797314192841
16938,1,0,0,0.9252208559043904,0.07477914409560972,0.9252208559043904
14631,1,0,0,0.5056080943683865,0.49439190563161334,0.5056080943683865
17046,1,0,0,0.6097702646977066,0.3902297353022933,0.6097702646977066
16099,1,0,0,0.9999974514762855,2.5485237144654036e-06,0.9999974514762855
7139,0,1,0,3.00000089999998e-14,0.9999999999999699,0.9999999999999699
341,0,1,0,0.26053703466335737,0.7394629653366427,0.7394629653366427
527,0,1,0,0.3805483726227554,0.6194516273772447,0.6194516273772447
5277,0,1,0,0.09940254787082539,0.9005974521291747,0.9005974521291747
4781,0,1,0,0.4322533221370454,0.5677466778629546,0.5677466778629546
921,0,1,0,3.00000089999998e-14,0.9999999999999699,0.9999999999999699
16549,1,0,0,0.9193495989447517,0.08065040105524819,0.9193495989447517
17865,1,0,0,0.7591261122760715,0.24087388772392856,0.7591261122760715
15056,1,0,0,0.631345850165904,0.36865414983409595,0.631345850165904
4172,0,1,0,0.4062216637220615,0.5937783362779383,0.5937783362779383
15106,1,0,0,0.7742954503609614,0.22570454963903874,0.7742954503609614
10705,1,0,0,0.7648515635978721,0.23514843640212785,0.7648515635978721
16883,1,0,0,0.5428634668234237,0.4571365331765763,0.5428634668234237
18952,1,0,0,0.9213066978897175,0.07869330211028257,0.9213066978897175
16551,1,0,0,0.826426715181294,0.1735732848187061,0.826426715181294
16584,1,0,0,0.7245464681160095,0.2754535318839904,0.7245464681160095
16627,1,0,0,0.531304832718155,0.468695167281845,0.531304832718155
16723,1,0,0,0.5122372177112144,0.48776278228878567,0.5122372177112144
10757,1,0,0,0.5906818781799618,0.4093181218200381,0.5906818781799618
15392,1,0,0,0.5429717499567539,0.4570282500432462,0.5429717499567539
233,0,1,0,0.27985596872767404,0.7201440312723261,0.7201440312723261
17058,1,0,0,0.9228030675763471,0.07719693242365279,0.9228030675763471
792,0,1,0,0.44078735310053463,0.5592126468994655,0.5592126468994655
