iter	Logloss
326	0.0003455313515
327	0.0003455360248
328	0.0003455305727
329	0.0003455241191
330	0.000345531129
331	0.0003455236184
332	0.0003455158853
333	0.0003455182776
334	0.0003455156906
335	0.0003455090424
336	0.0003455090424
337	0.0003455077906
338	0.0003455063163
339	0.000345502867
340	0.000345504703
341	0.0003454836456
342	0.0003454904607
343	0.0003454904607
344	0.0003454804188
345	0.0003454835065
346	0.0003454833952
347	0.0003454825051
348	0.0003454797983
349	0.0003454797983
350	0.000345463887
351	0.0003454606603
352	0.0003454642208
353	0.000345451898
354	0.0003454523708
355	0.0003454490328
356	0.0003454406878
357	0.0003454395751
358	0.0003454395751
359	0.0003454396307
360	0.0003454396307
361	0.0003454408547
362	0.0003454476976
363	0.0003454347906
364	0.0003454250268
365	0.0003454250268
366	0.0003454250268
367	0.0003454294497
368	0.0003454296723
369	0.0003454251381
370	0.0003454125927
371	0.0003454209378
372	0.0003454209378
373	0.0003454139001
374	0.0003454115913
375	0.0003454060835
376	0.0003454059166
377	0.0003454047483
378	0.0003454060835
379	0.000345401299
380	0.000345401299
381	0.0003453902835
382	0.0003453869177
383	0.0003453897828
384	0.0003453915075
385	0.0003453930096
386	0.0003453930096
387	0.0003453930096
388	0.0003453930096
389	0.0003453768202
390	0.000345378211
391	0.000345378211
392	0.0003453678631
393	0.000345368336
394	0.0003453662776
395	0.0003453691427
396	0.0003453611593
397	0.0003453660272
398	0.0003453648311
399	0.0003453648311
400	0.0003453522857
401	0.0003453625223
402	0.0003453546779
403	0.0003453531395
404	0.000345344099
405	0.000345344099
406	0.0003453475204
407	0.0003453475204
408	0.0003453475204
409	0.0003453424021
410	0.0003453440155
411	0.0003453440155
412	0.0003453440155
413	0.0003453440155
414	0.0003453440155
415	0.0003453331391
416	0.0003453340571
417	0.0003453253782
418	0.0003453324437
419	0.000345325406
420	0.000345325406
421	0.000345325406
422	0.000345325406
423	0.0003453154198
424	0.0003453210388
425	0.0003453191194
426	0.0003453117479
427	0.0003453117479
428	0.0003453119983
429	0.0003453080205
430	0.0003453080205
431	0.0003453080205
432	0.0003453080205
433	0.0003453051553
434	0.0003453050997
435	0.0003453050997
436	0.0003453015669
437	0.0003453015669
438	0.0003453015669
439	0.0003453015669
440	0.0003453002874
441	0.0003452907184
442	0.0003452907184
443	0.0003452916085
444	0.0003452899673
445	0.0003452799532
446	0.0003452799532
447	0.0003452799532
448	0.0003452799532
449	0.0003452799532
450	0.0003452799532
451	0.0003452799532
452	0.0003452914416
453	0.0003452914416
454	0.0003452914416
455	0.0003452914416
456	0.0003452914416
457	0.0003452758641
458	0.0003452706067
459	0.0003452783955
460	0.0003452749184
461	0.0003452749184
462	0.0003452749184
463	0.0003452749184
464	0.0003452765317
465	0.000345262512
466	0.000345271942
467	0.0003452661839
468	0.0003452661839
469	0.0003452661839
470	0.0003452661839
471	0.0003452587846
472	0.0003452575606
473	0.0003452575606
474	0.0003452593409
475	0.0003452605648
476	0.0003452605648
477	0.0003452551127
478	0.0003452479082
479	0.0003452455715
480	0.0003452516356
481	0.0003452516356
482	0.0003452516356
483	0.0003452516356
484	0.0003452516356
485	0.0003452516356
486	0.0003452516356
487	0.0003452470458
488	0.0003452469902
489	0.0003452469902
490	0.0003452469902
491	0.0003452469902
492	0.0003452469902
493	0.0003452469902
494	0.0003452469902
495	0.0003452469902
496	0.0003452469902
497	0.000345248381
498	0.000345248381
499	0.000345248381
500	0.0003452343335
501	0.0003452343335
502	0.0003452343335
503	0.0003452343335
504	0.0003452433462
505	0.0003452433462
506	0.0003452433462
507	0.0003452433462
508	0.0003452433462
509	0.0003452433462
510	0.0003452433462
511	0.0003452433462
512	0.0003452433462
513	0.0003452433462
514	0.0003452433462
515	0.0003452433462
516	0.0003452433462
517	0.0003452397856
518	0.0003452397856
519	0.0003452397856
520	0.0003452397856
521	0.0003452397856
522	0.0003452397856
523	0.0003452397856
524	0.0003452397856
525	0.0003452397856
526	0.0003452397856
527	0.0003452397856
528	0.0003452397856
529	0.0003452397856
530	0.0003452397856
531	0.0003452397856
532	0.0003452397856
533	0.0003452397856
534	0.0003452397856
535	0.0003452397856
536	0.0003452397856
537	0.0003452397856
538	0.0003452397856
539	0.0003452397856
540	0.0003452397856
541	0.0003452397856
542	0.0003452397856
543	0.0003452397856
544	0.0003452397856
545	0.0003452397856
546	0.0003452397856
547	0.0003452397856
548	0.0003452397856
549	0.0003452397856
550	0.0003452397856
551	0.0003452397856
552	0.0003452397856
553	0.0003452397856
554	0.0003452397856
555	0.0003452397856
556	0.0003452397856
557	0.00034523558	0.558	0.0003452397856
559	0.0003452397856
560	0.00034523561	0.561	0.00034523562	0.562	0.0003452397856
563	0.00034523564	0.564	0.00034523565	0.565	0.0003452397856
566	0.0003452397856
567	0.0003452397856
568	0.0003452397856
569	0.0003452397856
570	0.00034523571	0.571	0.00034523572	0.572	0.00034523573	0.0003146537852
574	0.0003146537852
575	0.0003146562887
576	0.0003146604335
577	0.0003146481662
578	0.0003146386528
579	0.0003146429366
580	0.0003146402106
581	0.0003146433817
582	0.0003146433817
583	0.0003146433817
584	0.0003146392092
585	0.0003146392092
586	0.0003146259961
587	0.0003146310866
588	0.0003146310866
589	0.0003146310866
590	0.0003146182352
591	0.0003146301687
592	0.0003146301687
593	0.000314619181
594	0.0003146276095
595	0.0003146173173
596	0.0003146173729
597	0.0003146147859
598	0.0003146147859
599	0.0003146064965
600	0.0003146071641
601	0.0003146071641
602	0.0003146022683
603	0.0003146078873
604	0.0003146069138
605	0.0003145983183
606	0.0003146072197
607	0.0003145969553
608	0.0003145997092
609	0.0003145933113
610	0.0003145937842
611	0.0003145880817
612	0.0003145807937
613	0.00031458683
614	0.0003145874976
615	0.0003145766212
616	0.0003145766212
617	0.000314575425
618	0.0003145755641
619	0.0003145755641
620	0.0003145710022
621	0.0003145669409
622	0.0003145675529
623	0.0003145619338
624	0.0003145660229
625	0.0003145592078
626	0.0003145525874
627	0.0003145521701
628	0.0003145577335
629	0.0003145521145
630	0.0003145464677
631	0.000314549611
632	0.0003145535331
633	0.0003145436303
634	0.0003145415719
635	0.0003145390684
636	0.0003145440754
637	0.0003145388458
638	0.000314545661
639	0.0003145358416
640	0.0003145429071
641	0.0003145405148
642	0.000314534562
643	0.0003145388458
644	0.0003145344508
645	0.0003145334022
646	0.0003145297304
647	0.0003145246956
648	0.0003145208012
649	0.0003145254744
650	0.000314523416
651	0.0003145212463
652	0.0003145235829
653	0.0003145209125
654	0.0003145203283
655	0.0003145224702
656	0.000314525085
657	0.0003145142642
658	0.0003145083392
659	0.0003145074769
660	0.0003145086174
661	0.000314509285
662	0.0003145061139
663	0.0003145104255
664	0.0003145017744
665	0.0003145036938
666	0.0003145010512
667	0.0003145085618
668	0.0003145006896
669	0.000314500467
670	0.000314505029
671	0.0003145046674
672	0.0003144959051
673	0.0003144967118
674	0.0003144934294
675	0.0003144943751
676	0.0003144984364
677	0.000314490759
678	0.0003144883389
679	0.0003144856685
680	0.0003144881163
681	0.000314483304
682	0.0003144818575
683	0.0003144786864
684	0.0003144863639
685	0.0003144887561
686	0.0003144837213
687	0.0003144726223
688	0.0003144768505
689	0.0003144738741
690	0.0003144670311
691	0.0003144667059
692	0.0003144695988
693	0.0003144660383
694	0.0003144664833
695	0.0003144630062
696	0.0003144568865
697	0.000314464258
698	0.000314470934
699	0.0003144695154
700	0.0003144671509
701	0.0003144637017
702	0.0003144639798
703	0.000314455746
704	0.0003144568587
705	0.0003144510172
706	0.0003144504052
707	0.0003144453981
708	0.0003144507946
709	0.0003144561076
710	0.0003144460101
711	0.00031444907
712	0.0003144393341
713	0.0003144488196
714	0.0003144420601
715	0.0003144396122
716	0.0003144424774
717	0.0003144391672
718	0.0003144350503
719	0.0003144357179
720	0.0003144275953
721	0.0003144331309
722	0.0003144312115
723	0.0003144278179
724	0.0003144312393
725	0.0003144240069
726	0.0003144245911
727	0.0003144284298
728	0.0003144219207
729	0.0003144189721
730	0.0003144173587
731	0.0003144226996
732	0.00031441747
733	0.0003144206411
734	0.0003144169415
735	0.0003144157175
736	0.0003144173865
737	0.000314415189
738	0.0003144190834
739	0.0003144087911
740	0.0003144021707
741	0.0003144137703
742	0.0003144076784
743	0.0003144141041
744	0.0003144075115
745	0.0003144068996
746	0.00031439377
747	0.0003144065101
748	0.0003143994446
749	0.0003143965517
750	0.0003143963291
751	0.0003143883179
752	0.0003143965517
753	0.0003143943263
754	0.0003143900425
755	0.0003143880953
756	0.0003143883735
757	0.0003143883179
758	0.0003143902372
759	0.000314395439
760	0.0003143837003
761	0.000314382226
762	0.0003143709601
763	0.0003143740756
764	0.0003143798894
765	0.0003143857865
766	0.0003143780813
767	0.0003143703203
768	0.0003143759115
769	0.0003143619475
770	0.0003143702369
771	0.0003143687348
772	0.0003143692911
773	0.0003143652577
774	0.0003143645623
775	0.0003143593327
776	0.0003143619475
777	0.0003143577193
778	0.000314364145
779	0.0003143568292
780	0.0003143596108
781	0.0003143557165
782	0.0003143563285
783	0.0003143641172
784	0.0003143494855
785	0.0003143485119
786	0.0003143423922
787	0.0003143472601
788	0.0003143529626
789	0.0003143472323
790	0.0003143488457
791	0.0003143439778
792	0.0003143442559
793	0.0003143408901
794	0.0003143387482
795	0.0003143375242
796	0.0003143412517
797	0.0003143402225
798	0.0003143402225
799	0.0003143402225
800	0.0003143402225
801	0.0003143402225
802	0.0003143402503
803	0.0003143402503
804	0.0003143402503
805	0.0003143402503
806	0.0003143402503
807	0.0003143402503
808	0.000314331182
809	0.000314331182
810	0.000314331182
811	0.0003143332404
812	0.0003143332404
813	0.0003143321278
814	0.0003143321278
815	0.0003143321278
816	0.0003143321278
817	0.0003143321278
818	0.0003143275936
819	0.0003143275936
820	0.0003143275936
821	0.0003143275936
822	0.0003143275936
823	0.0003143275936
824	0.0003143275936
825	0.0003143275936
826	0.000314330876
827	0.000314330876
828	0.000314330876
829	0.000314330876
830	0.000314330876
831	0.0003143265087
832	0.0003143265087
833	0.0003143285672
834	0.0003143285672
835	0.0003143285672
836	0.0003143285672
837	0.0003143285672
838	0.0003143226144
839	0.0003143163834
840	0.0003143158549
841	0.0003143158549
842	0.0003143158549
843	0.0003143158549
844	0.000314318108
845	0.000314318108
846	0.000314318108
847	0.0003143197492
848	0.0003143197492
849	0.0003143197492
850	0.0003143171066
851	0.0003143171066
852	0.0003143171066
853	0.0003143171066
854	0.0003143171066
855	0.0003143171066
856	0.0003143171066
857	0.0003143171066
858	0.0003143171066
859	0.0003143171066
860	0.0003143171066
861	0.0003143171066
862	0.0003143171066
863	0.0003143171066
864	0.0003143171066
865	0.0003143146866
866	0.0003143146866
867	0.0003143146866
868	0.0003143146031
869	0.0003143146031
870	0.0003143146031
871	0.0003143146031
872	0.0003143146031
873	0.0003143146031
874	0.0003143146031
875	0.0003143156323
876	0.0003143044221
877	0.0003143044221
878	0.0003143044221
879	0.0003143044221
880	0.0003143044221
881	0.0003143044221
882	0.0003143044221
883	0.0003143044221
884	0.0003143044221
885	0.0003143114876
886	0.0003143088172
887	0.0003143088172
888	0.0003143088172
889	0.0003143047838
890	0.0003143047838
891	0.0003143047838
892	0.0003143047838
893	0.0003143047838
894	0.0003143047838
895	0.0003143047838
896	0.0003143047838
897	0.0003143047838
898	0.0003143047838
899	0.0003143047838
900	0.0003143047838
901	0.0003143047838
902	0.0003143047838
903	0.0003143041996
904	0.0003143041996
905	0.0003143041996
906	0.0003143041996
907	0.0003143041996
908	0.0003143041996
909	0.0003143041996
910	0.000314306258
911	0.000314306258
912	0.0003143092066
913	0.0003143092066
914	0.0003143092066
915	0.0003143092066
916	0.0003143092066
917	0.0003143092066
918	0.0003143092066
919	0.0003143092066
920	0.0003143092066
921	0.0003143092066
922	0.0003143092066
923	0.0003143092066
924	0.0003143092066
925	0.0003143092066
926	0.0003143092066
927	0.0003143092066
928	0.0003143092066
929	0.0003142946862
930	0.0003142946862
931	0.0003142946862
932	0.0003142946862
933	0.00031429897
934	0.00031429897
935	0.00031429897
936	0.00031429897
937	0.0003142877598
938	0.0003142877598
939	0.0003142877598
940	0.0003142877598
941	0.0003142877598
942	0.0003142912369
943	0.0003142912369
944	0.0003142912369
945	0.0003142912369
946	0.0003142912369
947	0.0003142912369
948	0.0003142912369
949	0.0003142912369
950	0.0003142912369
951	0.0003142912369
952	0.0003142912369
953	0.0003142912369
954	0.0003143021133
955	0.0003143021133
956	0.0003143021133
957	0.0003143021133
958	0.0003143021133
959	0.0003143021133
960	0.0003143021133
961	0.0003143021133
962	0.0003143021133
963	0.0003143031426
964	0.0003143031426
965	0.0003143031426
966	0.0003143031426
967	0.0003142960214
968	0.0003142960214
969	0.0003142960214
970	0.0003142960214
971	0.0003142960214
972	0.0003142960214
973	0.0003142960214
974	0.0003142960214
975	0.0003142960214
976	0.0003142960214
977	0.0003142921271
978	0.0003142921271
979	0.0003142921271
980	0.0003142921271
981	0.0003142921271
982	0.0003142921271
983	0.0003142921271
984	0.0003142921271
985	0.0003142921271
986	0.0003142921271
987	0.000314299888
988	0.000314299888
989	0.000314299888
990	0.000314299888
991	0.0003142962996
992	0.0003142962996
993	0.0003142962996
994	0.0003142962996
995	0.0003142962996
996	0.0003142962996
997	0.0003142962996
998	0.0003142962996
999	0.0003142962996
7	0.0003452397856
998	0.0003452397856
999	0.0003452397856
