id,true_label,predicted_label,correct,prob_stationary,prob_deterministic_trend,prob_stochastic_trend,prob_volatility,prob_collective_anomaly,prob_contextual_anomaly,prob_mean_shift,prob_point_anomaly,prob_trend_shift,prob_variance_shift,confidence
559,2,1,0,0.0005777083,0.7196684,0.26843747,0.00043765697,0.0003322176,0.00066606887,0.0022320484,0.0026530977,0.004384856,0.000610454,0.7196684
817,4,3,0,0.035492815,0.010584502,0.019778319,0.504248,0.018947959,0.04836789,0.2052659,0.036962096,0.055178292,0.06517419,0.504248
200,0,3,0,0.09529303,0.0027504102,0.004648523,0.83299685,0.021035839,0.008124648,0.0054718005,0.009281777,0.011800675,0.0085964715,0.83299685
144,4,0,0,0.9770685,5.7244426e-05,6.4397864e-05,0.00016904734,0.017538425,0.00015503074,0.00018046056,0.00018369789,0.00020401603,0.004379215,0.9770685
598,0,4,0,0.3287778,7.782709e-05,6.9673864e-05,0.00013030379,0.66980684,0.00015240973,0.00023838198,0.00019874792,0.0002207307,0.00032726114,0.66980684
543,4,1,0,0.033620924,0.3328851,0.029504826,0.26570022,0.23885763,0.037651442,0.007010355,0.01680609,0.021366943,0.016596477,0.3328851
750,8,6,0,0.00029644358,0.0005421027,0.00025966455,0.00021788823,0.00034853554,0.0004703097,0.9959549,0.0001943685,0.0015239415,0.00019194419,0.9959549
98,4,0,0,0.7553357,2.1102258e-05,2.952255e-05,4.2064617e-05,0.2440965,8.567763e-05,8.137256e-05,8.9977795e-05,9.992991e-05,0.000118115895,0.7553357
81,3,7,0,0.00032706268,0.001157213,0.00045755177,0.10930026,0.00086940173,0.0019301383,0.00030390496,0.8826555,0.0012762935,0.0017226308,0.8826555
696,8,6,0,0.005664733,0.007857514,0.014676425,0.0033210162,0.0054309396,0.004873542,0.70647216,0.0030286824,0.2456841,0.0029909092,0.70647216
204,2,6,0,0.0049068066,0.025326384,0.16022702,0.004625686,0.020968307,0.020236263,0.51104337,0.008363193,0.2360441,0.008258884,0.51104337
850,8,2,0,0.0074937004,0.10635395,0.59006894,0.0048365435,0.0050727576,0.009197327,0.047897816,0.010378395,0.21007074,0.00862982,0.59006894
80,6,0,0,0.9917201,4.713669e-05,3.9495626e-05,0.00016206475,0.0024725408,6.957329e-05,0.00515603,0.00012037361,0.00013368757,7.897788e-05,0.9917201
638,0,4,0,0.06426113,0.012092216,0.00441399,0.00960376,0.85368514,0.006532721,0.015073799,0.0123363305,0.012552858,0.00944805,0.85368514
412,6,0,0,0.96143293,0.0009885282,0.0007321911,0.0063324324,0.0034464465,0.0019887933,0.018598834,0.0022796127,0.0027236647,0.0014766256,0.96143293
813,3,0,0,0.5940278,0.00029409365,0.0004167887,0.014249422,0.3840197,0.0008574701,0.002845315,0.0011889102,0.0013204104,0.00078005216,0.5940278
919,0,4,0,0.4192202,0.00036510176,0.0003644683,0.0007305818,0.57357424,0.00064202695,0.0014302453,0.0011108147,0.0012336777,0.0013286497,0.57357424
278,1,6,0,0.00064132235,0.14576142,0.0054114233,0.0011265507,0.0018475676,0.002248731,0.8329273,0.0015310849,0.00710149,0.00140317,0.8329273
20,0,4,0,0.108522154,0.00042686943,0.0005636657,0.0054159975,0.87726116,0.0011482502,0.00092730875,0.0012058816,0.0015725365,0.0029561813,0.87726116
886,5,3,0,0.1116895,0.023099883,0.03796431,0.45146078,0.02183587,0.133935,0.017844263,0.05747148,0.07306816,0.071630776,0.45146078
232,3,9,0,0.001648139,0.001254816,0.0021281731,0.2076158,0.006872163,0.0028115779,0.002239532,0.004249354,0.005402548,0.7657779,0.7657779
832,0,3,0,0.19120467,0.00017461776,0.00018482699,0.80019987,0.0055911,0.0005020311,0.0005880745,0.00049451465,0.0006875347,0.0003727446,0.80019987
868,3,0,0,0.973348,0.00024699967,0.0001592874,0.0005088503,0.022976758,0.00043265952,0.0009591449,0.00045437494,0.00050463143,0.0004092718,0.973348
569,4,0,0,0.5319051,0.00070018193,0.0011875114,0.379364,0.07454801,0.0015688484,0.0027441755,0.0027143732,0.0030145985,0.0022531976,0.5319051
921,5,3,0,0.060452357,0.0069530304,0.012394667,0.7636119,0.013644541,0.036872167,0.007447148,0.02474861,0.031464916,0.042410653,0.7636119
642,3,4,0,0.09331809,0.0012104322,0.0012744704,0.001941306,0.8830631,0.0032781214,0.0027100232,0.0038842899,0.0043139146,0.0050063194,0.8830631
626,4,0,0,0.94847137,0.00017495155,0.00018420733,0.0010189357,0.043622524,0.00053459004,0.0009556614,0.0005614214,0.0007215276,0.003754761,0.94847137
582,1,2,0,0.00047419893,0.45617178,0.5262801,0.0016732069,0.00026541488,0.0018591569,0.0022379619,0.004027054,0.0049332385,0.0020778715,0.5262801
516,4,0,0,0.52414775,0.00012282956,0.0001518837,0.00032735203,0.46569633,0.0048522176,0.000317087,0.0012061193,0.0005514754,0.002626948,0.52414775
698,4,0,0,0.98352057,5.208584e-05,5.5553908e-05,8.4636435e-05,0.01537585,0.00012152283,0.00017994214,0.00017296222,0.00017599789,0.00026093912,0.98352057
